-9.815662481163214270e-01,1.058601568977890900e-01,1.001066046701289403e-01,1.585557069107221273e-02
-1.060679331484362109e+00,8.800811303531785867e-02,1.240030642139980932e-01,-5.906176724993050797e-03
-1.120238717659972849e+00,-1.924535937161472865e-02,7.573838201788546387e-02,-5.622589021982427049e-04
-1.108576893005144282e+00,-8.408731881989142676e-02,1.412490533809754312e-02,5.935355012755097470e-02
-1.753187988880256620e+00,6.140951121974487226e-01,2.559505538933103397e-01,-9.575038844307642849e-02
-1.658860543628163153e+00,4.676102730325958357e-01,1.527101332690715407e-01,8.558578706107994316e-02
-1.661702121339777793e+00,5.215603289271589782e-01,2.278565811891585802e-01,1.591316145656784808e-02
-1.700679885125893298e+00,5.942441336033149613e-01,2.592764623169940830e-01,-7.832049028174892236e-02
-1.745623014603657985e+00,5.574498547393109682e-01,2.632717470548750494e-01,-4.234309284584464317e-02
-1.544806801012883923e+00,3.961543386936274280e-01,1.164627380218443975e-01,9.131573920535096534e-02
-1.506397596095637503e+00,3.917062667975069190e-01,2.380339809550913177e-02,9.594671356388637107e-02
-1.509270147296434050e+00,3.761699169038041912e-01,-4.007149849619362492e-03,9.925041147762073135e-02
-1.610450763710630007e+00,4.277028739070679042e-01,1.141967145589237176e-01,-3.127604698455688226e-03
-1.579042431087054110e+00,2.518159216311671167e-01,1.446364813511071823e-01,-2.089358746933756006e-02
-1.475245847937556531e+00,1.118728748676852125e-01,2.216536192066971001e-01,3.230292758186603663e-02
-1.132520977783877614e+00,-2.213578171110378023e-01,1.365100619441207419e-01,5.291233151187865746e-02
-1.179467494063560107e+00,-2.096844101886313760e-01,1.497038108350786656e-01,9.097602298297857715e-02
-1.196404100358010147e+00,-1.114586411264056887e-01,2.093629320989995601e-01,9.037749488743307413e-03
-1.217123649806851171e+00,-1.894431596524756567e-02,2.345854681966130229e-01,-1.472544633625385568e-01
-8.505395667637922763e-01,-4.216872356872549132e-01,3.703535192090953720e-02,1.811425710374169329e-01
